id,constr_count,rho_a,rho_b,a_accepts,b_accepts,both_accept,p_a,p_b,p_ap_b,strat
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,11,0.7777777777777777,0.4444444444444444,110,610,0,0.0,0.0,0.0,Constrained Random
/home/venteda/Documents/pyneg/results/11fef073-d57c-4a81-9b5d-8fe4e7c9631c,3,0.6666666666666666,0.5555555555555556,1720,3294,331,0.19244186046511627,0.10048573163327262,0.01933766114570537,Random
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,2,0.3333333333333333,0.6666666666666666,5209,2560,1367,0.26243040890765984,0.533984375,0.14013373788155117,Random
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,4,0.7777777777777777,0.1111111111111111,566,3600,55,0.09717314487632508,0.015277777777777777,0.0014845897133883,Constrained Enumeration
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,1,0.5555555555555556,0.7777777777777777,4175,753,407,0.09748502994011976,0.5405046480743692,0.05269111180030377,Constrained Random
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,13,0.3333333333333333,0.1111111111111111,357,256,29,0.08123249299719888,0.11328125,0.009202118347338936,Constrained Random
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,14,0.8888888888888888,0.7777777777777777,15,59,0,0.0,0.0,0.0,Constrained Random
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,3,1.0,0.2222222222222222,1,4320,0,0.0,0.0,0.0,Random
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,5,0.4444444444444444,0.8888888888888888,2580,76,0,0.0,0.0,0.0,Constrained Random
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,14,0.7777777777777777,0.3333333333333333,53,192,0,0.0,0.0,0.0,Constrained Enumeration
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,2,0.2222222222222222,0.2222222222222222,5368,5184,3568,0.6646795827123696,0.6882716049382716,0.45748008316314326,Random
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,8,0.4444444444444444,0.8888888888888888,1044,41,0,0.0,0.0,0.0,Random
/home/venteda/Documents/pyneg/results/11fef073-d57c-4a81-9b5d-8fe4e7c9631c,5,0.2222222222222222,0.1111111111111111,2870,2880,1142,0.3979094076655052,0.39652777777777776,0.15778213317847462,Constrained Random
/home/venteda/Documents/pyneg/results/11fef073-d57c-4a81-9b5d-8fe4e7c9631c,5,1.0,1.0,1,1,0,0.0,0.0,0.0,Constrained Enumeration
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,13,1.0,0.5555555555555556,1,232,0,0.0,0.0,0.0,Constrained Random
/home/venteda/Documents/pyneg/results/11fef073-d57c-4a81-9b5d-8fe4e7c9631c,2,0.8888888888888888,0.7777777777777777,120,1037,0,0.0,0.0,0.0,Random
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,10,0.1111111111111111,0.1111111111111111,800,800,96,0.12,0.12,0.0144,Constrained Random
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,8,0.6666666666666666,0.2222222222222222,518,1440,38,0.07335907335907337,0.02638888888888889,0.001935864435864436,Random
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,7,0.1111111111111111,0.2222222222222222,1728,1920,576,0.3333333333333333,0.3,0.09999999999999999,Random
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,9,0.4444444444444444,0.1111111111111111,856,960,123,0.14369158878504673,0.128125,0.01841048481308411,Random
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,5,0.3333333333333333,0.5555555555555556,2809,2228,639,0.22748309006763973,0.2868043087971275,0.06524313040988411,Random
/home/venteda/Documents/pyneg/results/11fef073-d57c-4a81-9b5d-8fe4e7c9631c,4,0.4444444444444444,0.3333333333333333,3104,3585,1579,0.5086984536082474,0.4404463040446304,0.22405435376497146,Enumeration
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,10,0.8888888888888888,0.2222222222222222,29,800,0,0.0,0.0,0.0,Constrained Enumeration
